"","Date","Channel","Length","Cost","Impressions","Sales"
"967",2017-07-15 13:09:00,"11",30,946,72800,80
"968",2017-07-15 13:26:00,"8",30,3042,145600,32
"969",2017-07-15 13:26:00,"4",30,5408,72800,56
"970",2017-07-15 13:44:00,"11",30,1927,127400,128
"971",2017-07-15 13:49:00,"1",30,913,36400,8
"972",2017-07-15 14:04:00,"2",30,4495,36400,11
"973",2017-07-15 14:07:00,"4",30,4495,72800,75
"974",2017-07-15 14:10:00,"11",30,13452,200200,311
"975",2017-07-15 14:39:00,"2",30,6287,36400,6
"976",2017-07-15 15:03:00,"4",30,8991,109200,42
"977",2017-07-15 15:15:00,"11",30,8653,91000,75
"978",2017-07-15 15:33:00,"4",30,8991,72800,42
"979",2017-07-15 15:41:00,"8",30,27446,764400,449
"980",2017-07-15 16:13:00,"10",30,3515,36400,18
"981",2017-07-15 16:22:00,"11",30,4800,54600,18
"982",2017-07-15 16:27:00,"4",30,4495,54600,23
"983",2017-07-15 16:40:00,"14",30,913,18200,3
"984",2017-07-15 16:43:00,"10",30,1183,36400,39
"985",2017-07-15 16:43:00,"3",30,1048,18200,35
"986",2017-07-15 16:46:00,"11",30,6726,72800,41
"987",2017-07-15 16:49:00,"1",30,3583,54600,8
"988",2017-07-15 16:51:00,"13",30,5847,36400,8
"989",2017-07-15 17:02:00,"10",30,4664,54600,41
"990",2017-07-15 17:15:00,"13",30,3515,54600,12
"991",2017-07-15 17:26:00,"4",30,3583,36400,33
"992",2017-07-15 17:29:00,"10",30,4664,54600,29
"993",2017-07-15 17:41:00,"11",30,4800,91000,33
"994",2017-07-15 17:51:00,"4",30,4495,91000,26
"995",2017-07-15 17:54:00,"13",30,1183,54600,29
"996",2017-07-15 17:58:00,"10",30,1183,18200,51
"997",2017-07-15 18:02:00,"3",30,5171,36400,30
"998",2017-07-15 18:06:00,"1",30,3583,36400,14
"999",2017-07-15 18:11:00,"9",30,1014,18200,12
"1000",2017-07-15 18:16:00,"13",30,2332,54600,66
"1001",2017-07-15 18:25:00,"10",30,10512,36400,8
"1002",2017-07-15 18:43:00,"11",30,6726,54600,42
"1003",2017-07-15 18:43:00,"3",30,5171,36400,33
"1004",2017-07-15 18:47:00,"4",30,5408,91000,41
"1005",2017-07-15 18:52:00,"10",30,10512,54600,27
"1006",2017-07-15 18:57:00,"14",30,1791,18200,3
"1007",2017-07-15 19:10:00,"3",30,6185,72800,18
"1008",2017-07-15 19:15:00,"1",30,3583,36400,11
"1009",2017-07-15 19:15:00,"11",30,8653,91000,24
"1010",2017-07-15 19:19:00,"13",30,7030,218400,62
"1011",2017-07-15 19:19:00,"10",30,7030,54600,62
"1012",2017-07-15 19:25:00,"12",30,946,18200,12
"1013",2017-07-15 19:27:00,"8",30,59995,1619800,497
"1014",2017-07-15 19:49:00,"4",30,3583,145600,60
"1015",2017-07-15 19:59:00,"4",30,913,91000,12
"1016",2017-07-15 19:59:00,"3",30,6185,91000,83
"1017",2017-07-15 21:03:00,"4",30,4495,54600,29
"1018",2017-07-15 21:15:00,"3",30,4124,54600,54
"1019",2017-07-15 21:25:00,"11",30,86156,1055600,410
"1020",2017-07-15 21:27:00,"8",30,66045,1328600,648
"1021",2017-07-15 22:01:00,"4",30,5408,36400,5
"1022",2017-07-15 22:22:00,"12",30,11830,109200,120
"1023",2017-07-15 22:47:00,"12",30,21970,218400,186
"1024",2017-07-15 23:06:00,"3",30,2062,54600,30
"1025",2017-07-15 23:18:00,"10",30,25553,163800,224
"1026",2017-07-15 23:18:00,"4",30,8112,72800,71
"1027",2017-07-15 23:24:00,"3",30,1048,54600,29
"1028",2017-07-15 23:34:00,"11",30,59116,509600,311
"1029",2017-07-15 00:02:00,"3",30,4124,72800,21
"1030",2017-07-15 00:30:00,"3",30,10309,91000,44
"1031",2017-07-15 00:33:00,"16",30,33023,236600,167
"1032",2017-07-15 01:00:00,"3",15,5171,36400,21
"1033",2017-07-16 01:46:00,"15",30,913,91000,8
"1034",2017-07-16 01:56:00,"3",30,4124,18200,3
"1035",2017-07-16 02:44:00,"3",30,4124,72800,5
"1036",2017-07-16 02:50:00,"15",30,1791,36400,14
"1037",2017-07-16 03:06:00,"3",30,2062,54600,3
"1038",2017-07-16 10:16:00,"4",30,1791,18200,9
"1039",2017-07-16 10:48:00,"11",30,11526,109200,53
"1040",2017-07-16 11:10:00,"11",30,15379,109200,8
"1041",2017-07-16 11:45:00,"11",30,21159,145600,59
"1042",2017-07-16 12:15:00,"11",30,15379,109200,62
"1043",2017-07-16 12:47:00,"4",30,3583,54600,17
"1044",2017-07-16 13:06:00,"1",30,913,18200,21
"1045",2017-07-16 13:17:00,"11",30,946,72800,42
"1046",2017-07-16 13:45:00,"11",30,3853,36400,84
"1047",2017-07-16 14:10:00,"11",30,3853,109200,6
"1048",2017-07-16 14:15:00,"4",30,1791,36400,102
"1049",2017-07-16 14:30:00,"8",30,7132,254800,75
"1050",2017-07-16 14:45:00,"11",30,946,72800,15
"1051",2017-07-16 14:45:00,"5",30,1791,18200,27
"1052",2017-07-16 14:52:00,"4",30,3583,36400,15
"1053",2017-07-16 15:15:00,"1",30,913,18200,11
"1054",2017-07-16 15:31:00,"8",30,25418,491400,3
"1055",2017-07-16 15:45:00,"4",30,1791,36400,20
"1056",2017-07-16 15:45:00,"11",30,2873,36400,32
"1057",2017-07-16 16:10:00,"11",30,4800,36400,32
"1058",2017-07-16 16:29:00,"9",30,8146,91000,77
"1059",2017-07-16 16:38:00,"4",30,913,36400,0
"1060",2017-07-16 16:41:00,"13",30,3515,18200,11
"1061",2017-07-16 16:55:00,"9",30,4056,72800,15
"1062",2017-07-16 17:07:00,"10",30,2332,36400,33
"1063",2017-07-16 17:45:00,"11",30,3853,145600,36
"1064",2017-07-16 17:47:00,"4",30,2704,54600,77
"1065",2017-07-16 17:59:00,"3",30,1048,18200,14
"1066",2017-07-16 18:15:00,"11",30,2873,145600,38
"1067",2017-07-16 18:52:00,"3",30,2062,36400,12
"1068",2017-07-16 19:00:00,"10",30,5847,91000,71
"1069",2017-07-16 19:03:00,"13",30,9363,200200,87
"1070",2017-07-16 19:03:00,"9",30,4056,91000,38
"1071",2017-07-16 19:15:00,"11",30,16325,273000,21
"1072",2017-07-16 19:24:00,"8",30,55939,1328600,360
"1073",2017-07-16 19:24:00,"13",30,16359,364000,105
"1074",2017-07-16 19:24:00,"10",30,5847,91000,38
"1075",2017-07-16 20:36:00,"1",30,1791,18200,0
"1076",2017-07-16 20:57:00,"3",30,2062,109200,33
"1077",2017-07-16 21:07:00,"13",30,19131,546000,2
"1078",2017-07-16 21:24:00,"8",30,74664,1437800,314
"1079",2017-07-16 21:41:00,"10",30,38228,364000,80
"1080",2017-07-16 21:44:00,"3",30,2062,36400,132
"1081",2017-07-16 22:10:00,"12",30,16900,182000,2
"1082",2017-07-16 22:13:00,"10",30,74698,400400,243
"1083",2017-07-16 22:17:00,"4",30,1791,18200,461
"1084",2017-07-16 22:29:00,"1",30,4495,18200,0
"1085",2017-07-16 22:45:00,"3",30,5171,54600,12
"1086",2017-07-16 22:45:00,"15",30,2704,36400,6
"1087",2017-07-16 23:06:00,"3",30,2062,18200,0
"1088",2017-07-16 23:10:00,"11",30,118232,819000,0
"1089",2017-07-16 23:15:00,"15",30,4495,72800,147
"1090",2017-07-16 23:15:00,"4",30,11695,109200,383
"1091",2017-07-16 23:32:00,"16",30,19672,182000,212
"1092",2017-07-16 23:45:00,"15",30,4495,91000,14
"1093",2017-07-16 00:06:00,"10",30,43230,163800,188
"1094",2017-07-16 00:16:00,"4",30,913,36400,0
"1095",2017-07-16 00:16:00,"3",30,2062,18200,2
"1096",2017-07-16 00:42:00,"15",30,6287,109200,30
"1097",2017-07-16 01:08:00,"3",30,3110,18200,3
"1098",2017-07-16 01:15:00,"4",30,2704,36400,20
"1099",2017-07-17 01:33:00,"15",30,4495,109200,6
"1100",2017-07-17 02:10:00,"3",30,4124,36400,2
"1101",2017-07-17 02:43:00,"4",30,2704,18200,15
"1102",2017-07-17 02:56:00,"3",30,2062,18200,6
"1103",2017-07-17 10:40:00,"8",30,5070,163800,32
"1104",2017-07-17 10:45:00,"11",30,10579,109200,20
"1105",2017-07-17 11:10:00,"11",30,8653,91000,5
"1106",2017-07-17 11:25:00,"8",30,2028,127400,2
"1107",2017-07-17 11:37:00,"8",30,4056,127400,21
"1108",2017-07-17 11:45:00,"11",30,9599,91000,38
"1109",2017-07-17 12:15:00,"11",30,2873,91000,24
"1110",2017-07-17 12:45:00,"11",30,2873,91000,44
"1111",2017-07-17 13:15:00,"14",30,1791,18200,32
"1112",2017-07-17 13:21:00,"9",30,1014,36400,17
"1113",2017-07-17 14:24:00,"8",30,4056,145600,36
"1114",2017-07-17 14:27:00,"4",30,3583,54600,63
"1115",2017-07-17 14:50:00,"8",30,8146,182000,21
"1116",2017-07-17 14:50:00,"11",30,11526,127400,30
"1117",2017-07-17 15:10:00,"11",30,4800,127400,2
"1118",2017-07-17 15:14:00,"1",30,1791,18200,8
"1119",2017-07-17 15:20:00,"4",30,1791,18200,105
"1120",2017-07-17 15:25:00,"8",30,4056,127400,26
"1121",2017-07-17 15:41:00,"8",30,5070,91000,44
"1122",2017-07-17 15:45:00,"11",30,6726,109200,5
"1123",2017-07-17 16:07:00,"9",30,1014,18200,42
"1124",2017-07-17 16:12:00,"4",30,913,18200,20
"1125",2017-07-17 16:15:00,"11",30,5780,91000,0
"1126",2017-07-17 16:40:00,"8",30,6118,127400,14
"1127",2017-07-17 16:43:00,"13",30,2332,109200,12
"1128",2017-07-17 16:45:00,"11",30,3853,54600,21
"1129",2017-07-17 16:47:00,"10",30,2332,18200,14
"1130",2017-07-17 16:52:00,"4",30,2704,18200,39
"1131",2017-07-17 16:55:00,"13",30,2332,109200,23
"1132",2017-07-17 17:07:00,"10",30,5847,36400,23
"1133",2017-07-17 17:14:00,"13",30,2332,127400,14
"1134",2017-07-17 17:25:00,"8",30,4056,145600,12
"1135",2017-07-17 17:35:00,"9",30,1014,72800,8
"1136",2017-07-17 17:45:00,"11",30,5780,163800,3
"1137",2017-07-17 18:15:00,"11",30,3853,182000,2
"1138",2017-07-17 18:22:00,"13",30,21057,273000,51
"1139",2017-07-17 18:25:00,"8",30,12202,254800,101
"1140",2017-07-17 18:27:00,"9",30,1014,72800,27
"1141",2017-07-17 18:27:00,"4",30,3583,72800,95
"1142",2017-07-17 18:45:00,"11",30,5780,254800,9
"1143",2017-07-17 18:48:00,"2",30,2704,18200,0
"1144",2017-07-17 18:52:00,"3",30,2062,36400,45
"1145",2017-07-17 18:55:00,"10",30,10512,91000,11
"1146",2017-07-17 19:01:00,"9",30,3042,163800,27
"1147",2017-07-17 19:15:00,"11",30,2873,309400,21
"1148",2017-07-17 19:15:00,"2",30,1791,18200,14
"1149",2017-07-17 19:20:00,"8",30,9160,291200,2
"1150",2017-07-17 19:23:00,"10",30,15210,109200,30
"1151",2017-07-17 19:50:00,"4",30,2704,36400,23
"1152",2017-07-17 20:01:00,"3",30,2062,91000,0
"1153",2017-07-17 20:48:00,"4",30,913,18200,26
"1154",2017-07-17 20:56:00,"3",30,3110,72800,6
"1155",2017-07-17 21:44:00,"1",30,913,18200,8
"1156",2017-07-17 22:14:00,"15",30,2704,54600,11
"1157",2017-07-17 22:16:00,"11",30,54046,618800,189
"1158",2017-07-17 22:16:00,"12",30,11830,200200,42
"1159",2017-07-17 22:16:00,"10",30,45191,364000,159
"1160",2017-07-17 22:29:00,"1",30,1791,18200,191
"1161",2017-07-17 22:43:00,"13",30,70743,837200,3
"1162",2017-07-17 22:45:00,"15",30,1791,36400,30
"1163",2017-07-17 23:20:00,"9",30,24404,327600,189
"1164",2017-07-17 23:30:00,"3",30,5171,36400,5
"1165",2017-07-17 00:10:00,"9",30,22984,527800,17
"1166",2017-07-17 00:18:00,"3",30,5171,36400,191
"1167",2017-07-17 00:43:00,"3",30,2062,54600,35
"1168",2017-07-17 00:55:00,"15",30,2704,54600,35
"1169",2017-07-17 01:08:00,"3",30,2062,54600,15
"1170",2017-07-18 02:33:00,"3",30,8247,72800,2
"1171",2017-07-18 10:45:00,"11",30,20179,127400,42
"1172",2017-07-18 11:10:00,"11",30,8653,91000,38
"1173",2017-07-18 11:45:00,"11",30,5780,109200,24
"1174",2017-07-18 12:15:00,"11",30,11526,145600,53
"1175",2017-07-18 12:25:00,"9",30,3042,54600,32
"1176",2017-07-18 12:45:00,"11",30,5780,54600,2
"1177",2017-07-18 13:27:00,"9",30,4056,54600,9
"1178",2017-07-18 14:10:00,"11",30,5780,91000,6
"1179",2017-07-18 14:45:00,"11",30,6726,54600,9
"1180",2017-07-18 14:52:00,"4",30,913,36400,15
"1181",2017-07-18 15:45:00,"11",30,4800,72800,8
"1182",2017-07-18 16:05:00,"13",30,5847,18200,0
"1183",2017-07-18 16:12:00,"4",30,2704,54600,6
"1184",2017-07-18 16:25:00,"12",30,4800,18200,2
"1185",2017-07-18 16:45:00,"3",30,2062,18200,12
"1186",2017-07-18 16:50:00,"9",30,1014,18200,3
"1187",2017-07-18 16:52:00,"4",30,2704,91000,44
"1188",2017-07-18 17:06:00,"3",30,2062,18200,14
"1189",2017-07-18 17:10:00,"11",30,4800,54600,11
"1190",2017-07-18 17:33:00,"4",30,1791,36400,15
"1191",2017-07-18 17:33:00,"3",30,2062,18200,17
"1192",2017-07-18 17:45:00,"11",30,2873,72800,17
"1193",2017-07-18 17:50:00,"10",30,4664,18200,24
"1194",2017-07-18 17:59:00,"13",30,22207,163800,2
"1195",2017-07-18 18:15:00,"11",30,4800,91000,3
"1196",2017-07-18 18:19:00,"10",30,3515,36400,20
"1197",2017-07-18 18:25:00,"13",30,17542,200200,12
"1198",2017-07-18 18:37:00,"10",30,8180,36400,18
"1199",2017-07-18 18:45:00,"11",30,946,163800,45
"1200",2017-07-18 18:51:00,"3",30,1048,18200,5
"1201",2017-07-18 18:53:00,"4",30,1791,54600,5
"1202",2017-07-18 18:55:00,"8",30,35591,1001000,297
"1203",2017-07-18 19:05:00,"13",30,10512,200200,2
"1204",2017-07-18 19:07:00,"10",30,9363,127400,3
"1205",2017-07-18 19:20:00,"4",30,4495,109200,63
"1206",2017-07-18 19:26:00,"13",30,22207,400400,5
"1207",2017-07-18 20:19:00,"15",30,913,18200,23
"1208",2017-07-18 20:52:00,"8",30,44515,819000,131
"1209",2017-07-18 20:56:00,"3",30,4124,54600,32
"1210",2017-07-18 21:10:00,"15",30,1791,18200,5
"1211",2017-07-18 21:14:00,"1",30,1791,18200,15
"1212",2017-07-18 22:13:00,"10",30,23592,200200,30
"1213",2017-07-18 22:55:00,"12",30,30386,327600,276
"1214",2017-07-18 22:55:00,"4",30,1791,54600,17
"1215",2017-07-18 22:55:00,"15",30,3583,54600,33
"1216",2017-07-18 23:00:00,"15",30,913,36400,23
"1217",2017-07-18 23:07:00,"3",30,1048,18200,11
"1218",2017-07-18 23:15:00,"4",30,913,36400,42
"1219",2017-07-18 23:31:00,"3",30,2062,18200,2
"1220",2017-07-18 00:00:00,"4",30,1791,36400,2
"1221",2017-07-18 01:14:00,"3",30,2062,72800,38
"1222",2017-07-19 01:44:00,"3",30,4124,36400,5
"1223",2017-07-19 02:10:00,"3",30,6185,54600,2
"1224",2017-07-19 02:31:00,"3",30,4124,54600,30
"1225",2017-07-19 07:42:00,"4",30,913,18200,5
"1226",2017-07-19 10:42:00,"4",30,913,18200,8
"1227",2017-07-19 10:45:00,"11",30,946,72800,23
"1228",2017-07-19 11:10:00,"11",30,2873,72800,6
"1229",2017-07-19 11:25:00,"8",30,4056,127400,0
"1230",2017-07-19 11:37:00,"8",30,2028,127400,14
"1231",2017-07-19 11:45:00,"11",30,3853,54600,53
"1232",2017-07-19 12:15:00,"11",30,2873,72800,6
"1233",2017-07-19 12:25:00,"8",30,5070,127400,38
"1234",2017-07-19 12:40:00,"8",30,6118,182000,23
"1235",2017-07-19 12:48:00,"11",30,946,36400,53
"1236",2017-07-19 12:55:00,"12",30,3853,18200,0
"1237",2017-07-19 13:25:00,"8",30,6118,182000,9
"1238",2017-07-19 13:25:00,"12",30,3853,18200,6
"1239",2017-07-19 13:45:00,"11",30,5780,91000,2
"1240",2017-07-19 14:15:00,"4",30,1791,18200,0
"1241",2017-07-19 14:45:00,"9",30,10174,182000,9
"1242",2017-07-19 14:45:00,"11",30,6726,36400,6
"1243",2017-07-19 15:17:00,"4",30,1791,54600,30
"1244",2017-07-19 15:45:00,"4",30,2704,36400,11
"1245",2017-07-19 15:51:00,"13",30,8180,54600,24
"1246",2017-07-19 16:10:00,"11",30,946,18200,8
"1247",2017-07-19 17:07:00,"13",30,3515,54600,8
"1248",2017-07-19 17:31:00,"3",30,2062,18200,24
"1249",2017-07-19 17:45:00,"11",30,4800,109200,5
"1250",2017-07-19 17:54:00,"13",30,10512,145600,2
"1251",2017-07-19 18:16:00,"11",30,10579,127400,11
"1252",2017-07-19 18:16:00,"13",30,7030,163800,6
"1253",2017-07-19 18:27:00,"4",30,3583,72800,30
"1254",2017-07-19 18:55:00,"8",30,31535,1055600,21
"1255",2017-07-19 18:55:00,"10",30,5847,72800,5
"1256",2017-07-19 19:00:00,"12",30,946,18200,267
"1257",2017-07-19 19:07:00,"4",30,6287,91000,158
"1258",2017-07-19 19:15:00,"11",30,24032,455000,9
"1259",2017-07-19 19:18:00,"3",30,3110,36400,2
"1260",2017-07-19 19:18:00,"10",30,5847,109200,2
"1261",2017-07-19 19:20:00,"4",30,6287,91000,2
"1262",2017-07-19 19:20:00,"12",30,3853,18200,2
"1263",2017-07-19 19:22:00,"13",30,10512,364000,155
"1264",2017-07-19 19:30:00,"6",30,1791,54600,8
"1265",2017-07-19 19:34:00,"3",30,2062,72800,2
"1266",2017-07-19 19:34:00,"1",30,913,18200,0
"1267",2017-07-19 20:00:00,"3",30,3110,54600,18
"1268",2017-07-19 20:19:00,"4",30,2704,72800,11
"1269",2017-07-19 20:26:00,"6",30,3583,109200,30
"1270",2017-07-19 20:53:00,"3",30,9295,72800,6
"1271",2017-07-19 20:55:00,"6",30,3583,127400,51
"1272",2017-07-19 21:02:00,"4",30,1791,36400,26
"1273",2017-07-19 21:15:00,"4",30,913,18200,9
"1274",2017-07-19 21:26:00,"13",30,36504,327600,138
"1275",2017-07-19 21:45:00,"3",30,3110,36400,12
"1276",2017-07-19 22:14:00,"15",30,2704,36400,30
"1277",2017-07-19 22:45:00,"3",30,3110,54600,17
"1278",2017-07-19 23:08:00,"6",30,6287,145600,11
"1279",2017-07-19 23:21:00,"10",30,56987,436800,141
"1280",2017-07-19 23:21:00,"9",30,12912,345800,69
"1281",2017-07-19 23:33:00,"3",30,2062,18200,11
"1282",2017-07-19 00:00:00,"4",30,1791,36400,17
"1283",2017-07-19 00:21:00,"3",30,1048,36400,5
"1284",2017-07-19 00:45:00,"4",30,1791,36400,24
"1285",2017-07-19 00:55:00,"15",30,2704,54600,27
"1286",2017-07-19 01:09:00,"3",30,1048,72800,0
"1287",2017-07-20 01:40:00,"3",30,9295,109200,12
"1288",2017-07-20 01:44:00,"4",30,3583,54600,2
"1289",2017-07-20 02:04:00,"15",30,913,36400,2
"1290",2017-07-20 02:11:00,"3",30,9295,91000,6
"1291",2017-07-20 02:44:00,"4",30,2704,36400,14
"1292",2017-07-20 03:12:00,"4",30,2704,36400,5
"1293",2017-07-20 03:21:00,"15",30,3583,54600,5
"1294",2017-07-21 09:24:00,"2",30,913,36400,8
"1295",2017-07-21 09:56:00,"4",30,1791,18200,8
"1296",2017-07-21 10:45:00,"13",30,4664,18200,15
"1297",2017-07-21 11:06:00,"4",30,1791,18200,17
"1298",2017-07-21 11:27:00,"2",30,5408,36400,2
"1299",2017-07-21 11:42:00,"2",30,5408,36400,14
"1300",2017-07-21 12:06:00,"11",30,5780,72800,17
"1301",2017-07-21 12:21:00,"4",30,3583,72800,15
"1302",2017-07-21 12:34:00,"4",30,4495,72800,2
"1303",2017-07-21 12:39:00,"11",30,5780,54600,33
"1304",2017-07-21 13:14:00,"4",30,3583,36400,18
"1305",2017-07-21 13:42:00,"11",30,16325,109200,32
"1306",2017-07-21 13:42:00,"8",30,2028,72800,5
"1307",2017-07-21 14:07:00,"4",30,2704,18200,11
"1308",2017-07-21 14:13:00,"11",30,5780,72800,14
"1309",2017-07-21 14:19:00,"1",30,1791,72800,0
"1310",2017-07-21 14:25:00,"8",30,2028,145600,27
"1311",2017-07-21 14:27:00,"9",30,3042,54600,26
"1312",2017-07-21 14:39:00,"11",30,3853,54600,27
"1313",2017-07-21 14:51:00,"1",30,1791,36400,3
"1314",2017-07-21 15:02:00,"2",30,2704,54600,11
"1315",2017-07-21 15:04:00,"4",30,2704,36400,21
"1316",2017-07-21 15:09:00,"1",30,3583,54600,18
"1317",2017-07-21 15:25:00,"12",30,4800,18200,11
"1318",2017-07-21 15:30:00,"1",30,3583,54600,2
"1319",2017-07-21 15:42:00,"8",30,18320,254800,81
"1320",2017-07-21 15:59:00,"1",30,3583,54600,0
"1321",2017-07-21 16:13:00,"11",30,1927,36400,5
"1322",2017-07-21 16:13:00,"13",30,7030,36400,15
"1323",2017-07-21 16:16:00,"2",30,913,18200,6
"1324",2017-07-21 16:35:00,"13",30,7030,36400,26
"1325",2017-07-21 16:35:00,"10",30,1183,18200,5
"1326",2017-07-21 16:40:00,"11",30,4800,54600,20
"1327",2017-07-21 16:49:00,"1",30,1791,18200,9
"1328",2017-07-21 17:09:00,"1",30,1791,18200,3
"1329",2017-07-21 17:09:00,"6",30,913,36400,2
"1330",2017-07-21 17:14:00,"11",30,4800,36400,15
"1331",2017-07-21 17:26:00,"9",30,3042,72800,21
"1332",2017-07-21 17:40:00,"3",30,1048,54600,23
"1333",2017-07-21 17:42:00,"11",30,13452,109200,27
"1334",2017-07-21 17:51:00,"10",30,4664,18200,8
"1335",2017-07-21 18:01:00,"3",30,1048,36400,14
"1336",2017-07-21 18:04:00,"11",30,9599,109200,38
"1337",2017-07-21 18:04:00,"13",30,7030,91000,27
"1338",2017-07-21 18:10:00,"6",30,913,18200,6
"1339",2017-07-21 18:15:00,"10",30,4664,18200,6
"1340",2017-07-21 18:33:00,"12",30,2873,54600,12
"1341",2017-07-21 18:40:00,"13",30,3515,163800,60
"1342",2017-07-21 18:45:00,"2",30,1791,36400,20
"1343",2017-07-21 18:45:00,"10",30,3515,18200,38
"1344",2017-07-21 18:49:00,"3",30,1048,54600,9
"1345",2017-07-21 19:01:00,"1",30,1791,18200,2
"1346",2017-07-21 19:07:00,"12",30,2873,36400,15
"1347",2017-07-21 19:10:00,"13",30,3515,218400,92
"1348",2017-07-21 19:17:00,"6",30,3583,36400,35
"1349",2017-07-21 19:23:00,"8",30,36605,964600,177
"1350",2017-07-21 19:28:00,"6",30,5374,72800,41
"1351",2017-07-21 20:03:00,"3",30,7233,91000,51
"1352",2017-07-21 20:16:00,"11",30,27040,673400,204
"1353",2017-07-21 20:24:00,"3",30,6185,109200,53
"1354",2017-07-21 20:36:00,"1",30,2704,54600,9
"1355",2017-07-21 20:50:00,"3",30,2062,127400,17
"1356",2017-07-21 20:50:00,"4",30,2704,72800,21
"1357",2017-07-21 20:59:00,"15",30,913,18200,5
"1358",2017-07-21 21:26:00,"6",30,3583,72800,65
"1359",2017-07-21 21:55:00,"16",30,17373,200200,117
"1360",2017-07-21 21:59:00,"15",30,6287,72800,27
"1361",2017-07-21 22:15:00,"3",30,1048,54600,32
"1362",2017-07-21 22:20:00,"9",30,20111,273000,53
"1363",2017-07-21 22:25:00,"6",30,913,36400,33
"1364",2017-07-21 22:33:00,"10",30,23592,254800,107
"1365",2017-07-21 22:41:00,"6",30,913,36400,2
"1366",2017-07-21 22:45:00,"15",30,5408,36400,30
"1367",2017-07-21 22:49:00,"1",30,3583,36400,26
"1368",2017-07-21 23:44:00,"11",30,67566,1365000,407
"1369",2017-07-21 23:44:00,"15",30,3583,18200,21
"1370",2017-07-21 00:18:00,"16",30,15649,291200,186
"1371",2017-07-21 00:52:00,"3",30,1048,36400,17
"1372",2017-07-21 01:16:00,"15",30,5408,54600,17
"1373",2017-07-22 02:12:00,"3",30,1048,72800,18
"1374",2017-07-22 02:17:00,"4",30,913,18200,15
"1375",2017-07-22 03:03:00,"3",30,6185,145600,26
"1376",2017-07-22 10:20:00,"4",30,913,36400,29
"1377",2017-07-22 10:51:00,"8",30,1014,91000,26
"1378",2017-07-22 11:10:00,"11",30,6726,163800,65
"1379",2017-07-22 11:25:00,"12",30,4800,18200,5
"1380",2017-07-22 11:38:00,"11",30,6726,163800,83
"1381",2017-07-22 12:06:00,"11",30,12506,127400,66
"1382",2017-07-22 12:19:00,"4",30,4495,36400,24
"1383",2017-07-22 12:36:00,"11",30,5780,127400,36
"1384",2017-07-22 12:50:00,"4",30,2704,18200,38
"1385",2017-07-22 13:08:00,"11",30,3853,109200,72
"1386",2017-07-22 13:12:00,"2",30,913,36400,5
"1387",2017-07-22 13:25:00,"4",30,2704,54600,27
"1388",2017-07-22 13:34:00,"1",30,913,36400,5
"1389",2017-07-22 13:43:00,"11",30,4800,109200,74
"1390",2017-07-22 14:11:00,"11",30,8653,182000,75
"1391",2017-07-22 14:19:00,"1",30,913,36400,6
"1392",2017-07-22 14:35:00,"11",30,1927,72800,45
"1393",2017-07-22 14:40:00,"4",30,2704,18200,45
"1394",2017-07-22 15:00:00,"5",30,913,18200,11
"1395",2017-07-22 15:13:00,"11",30,7706,91000,23
"1396",2017-07-22 15:18:00,"5",30,913,18200,6
"1397",2017-07-22 15:18:00,"4",30,913,18200,6
"1398",2017-07-22 15:30:00,"1",30,2704,36400,3
"1399",2017-07-22 15:30:00,"5",30,1791,18200,3
"1400",2017-07-22 15:59:00,"1",30,5374,36400,2
"1401",2017-07-22 16:16:00,"11",30,4800,91000,12
"1402",2017-07-22 16:43:00,"11",30,3853,72800,5
"1403",2017-07-22 17:04:00,"1",30,5374,36400,14
"1404",2017-07-22 17:11:00,"3",30,4124,18200,42
"1405",2017-07-22 17:16:00,"1",30,5374,36400,5
"1406",2017-07-22 17:20:00,"13",30,4664,72800,12
"1407",2017-07-22 17:34:00,"3",30,8247,54600,17
"1408",2017-07-22 17:34:00,"6",30,1791,36400,3
"1409",2017-07-22 17:34:00,"1",30,5374,36400,11
"1410",2017-07-22 17:54:00,"1",30,5374,36400,36
"1411",2017-07-22 18:06:00,"1",30,5374,36400,3
"1412",2017-07-22 18:40:00,"11",30,4800,36400,29
"1413",2017-07-22 18:44:00,"1",30,2704,18200,5
"1414",2017-07-22 19:12:00,"11",30,1927,91000,38
"1415",2017-07-22 19:14:00,"1",30,4495,36400,20
"1416",2017-07-22 19:42:00,"3",30,9295,72800,18
"1417",2017-07-22 19:46:00,"1",30,1791,18200,3
"1418",2017-07-22 19:48:00,"4",30,913,36400,5
"1419",2017-07-22 20:04:00,"1",30,1791,18200,20
"1420",2017-07-22 20:15:00,"4",30,913,72800,14
"1421",2017-07-22 20:30:00,"3",30,11357,91000,42
"1422",2017-07-22 21:01:00,"4",30,913,36400,24
"1423",2017-07-22 21:18:00,"9",30,8619,109200,81
"1424",2017-07-22 21:50:00,"3",30,1048,36400,20
"1425",2017-07-22 21:52:00,"15",30,913,18200,6
"1426",2017-07-22 22:15:00,"3",30,2062,36400,17
"1427",2017-07-22 22:15:00,"4",30,913,18200,8
"1428",2017-07-22 22:19:00,"10",30,29474,218400,147
"1429",2017-07-22 22:21:00,"11",30,60806,418600,378
"1430",2017-07-22 22:34:00,"9",30,5746,145600,147
"1431",2017-07-22 23:17:00,"3",30,4124,36400,51
"1432",2017-07-22 00:01:00,"3",30,2062,18200,45
"1433",2017-07-22 00:23:00,"4",30,913,18200,42
"1434",2017-07-22 00:36:00,"15",30,1791,72800,20
