"","Date","Channel","Length","Cost","Impressions","Sales"
"482",2017-07-08 18:56:00,"1",15,2704,36400,5
"483",2017-07-08 19:01:00,"10",15,2636,127400,50
"484",2017-07-08 19:01:00,"3",15,1555,36400,29
"485",2017-07-08 19:11:00,"8",15,31265,1201200,234
"486",2017-07-08 19:18:00,"11",15,710,163800,41
"487",2017-07-08 19:20:00,"15",15,4056,36400,21
"488",2017-07-08 19:20:00,"4",15,4732,109200,24
"489",2017-07-08 19:24:00,"12",15,2163,127400,12
"490",2017-07-08 19:26:00,"8",15,14500,746200,143
"491",2017-07-08 19:26:00,"10",15,2636,72800,26
"492",2017-07-08 19:46:00,"3",15,7740,91000,108
"493",2017-07-08 19:46:00,"1",15,676,18200,9
"494",2017-07-08 19:49:00,"4",15,4056,54600,66
"495",2017-07-08 20:08:00,"15",15,676,18200,33
"496",2017-07-08 20:10:00,"3",15,6185,91000,62
"497",2017-07-08 20:16:00,"4",15,4056,72800,6
"498",2017-07-08 20:26:00,"14",15,676,18200,21
"499",2017-07-08 20:48:00,"12",15,26601,145600,107
"500",2017-07-08 20:55:00,"11",15,18996,309400,65
"501",2017-07-08 20:57:00,"3",15,6963,91000,50
"502",2017-07-08 21:01:00,"4",15,2028,18200,24
"503",2017-07-08 21:01:00,"9",15,19841,764400,231
"504",2017-07-08 21:21:00,"15",15,676,18200,17
"505",2017-07-08 21:25:00,"3",15,6185,91000,38
"506",2017-07-08 21:45:00,"4",15,2028,54600,26
"507",2017-07-08 21:49:00,"3",15,5408,109200,21
"508",2017-07-08 22:11:00,"1",15,676,18200,3
"509",2017-07-08 22:13:00,"3",15,2332,54600,38
"510",2017-07-08 22:19:00,"10",15,38329,309400,179
"511",2017-07-08 22:22:00,"4",15,1352,36400,71
"512",2017-07-08 22:34:00,"12",15,13926,91000,155
"513",2017-07-08 22:39:00,"3",15,777,36400,14
"514",2017-07-08 22:45:00,"8",15,33394,1092000,522
"515",2017-07-08 23:02:00,"4",15,676,72800,54
"516",2017-07-08 23:14:00,"3",15,3110,36400,27
"517",2017-07-08 23:21:00,"4",15,2028,109200,57
"518",2017-07-08 23:25:00,"14",15,1352,18200,18
"519",2017-07-08 23:29:00,"1",15,676,18200,3
"520",2017-07-08 23:43:00,"9",15,22612,746200,282
"521",2017-07-08 23:43:00,"15",15,1352,36400,17
"522",2017-07-08 23:51:00,"3",15,1555,36400,15
"523",2017-07-08 23:58:00,"4",15,1352,72800,62
"524",2017-07-08 00:30:00,"3",15,7740,91000,36
"525",2017-07-08 00:39:00,"15",15,2704,36400,21
"526",2017-07-08 00:46:00,"4",15,1352,36400,39
"527",2017-07-08 00:59:00,"15",15,2704,54600,6
"528",2017-07-08 01:01:00,"16",15,16934,182000,111
"529",2017-07-08 01:01:00,"3",15,4631,54600,30
"530",2017-07-08 01:22:00,"3",15,1555,72800,14
"531",2017-07-08 01:22:00,"4",15,2704,36400,24
"532",2017-07-09 01:45:00,"15",15,1352,18200,17
"533",2017-07-09 01:51:00,"3",15,2332,72800,26
"534",2017-07-09 02:18:00,"3",15,2332,72800,5
"535",2017-07-09 02:21:00,"4",15,676,36400,23
"536",2017-07-09 02:44:00,"3",15,3110,109200,47
"537",2017-07-09 03:16:00,"3",15,1555,109200,26
"538",2017-07-09 08:27:00,"4",15,1352,18200,2
"539",2017-07-09 09:03:00,"4",15,4056,36400,0
"540",2017-07-09 09:21:00,"4",15,2704,18200,0
"541",2017-07-09 10:45:00,"11",15,12269,127400,60
"542",2017-07-09 11:21:00,"11",15,13689,163800,65
"543",2017-07-09 11:46:00,"11",15,9363,163800,60
"544",2017-07-09 12:02:00,"4",15,1352,18200,14
"545",2017-07-09 12:12:00,"11",15,10816,182000,51
"546",2017-07-09 12:23:00,"4",15,1352,18200,11
"547",2017-07-09 12:25:00,"12",15,2163,18200,6
"548",2017-07-09 12:44:00,"11",15,7943,200200,86
"549",2017-07-09 12:46:00,"2",15,1352,36400,24
"550",2017-07-09 12:49:00,"4",15,1352,36400,6
"551",2017-07-09 13:17:00,"11",15,2873,127400,45
"552",2017-07-09 13:25:00,"8",15,3042,109200,15
"553",2017-07-09 13:35:00,"4",15,2028,36400,21
"554",2017-07-09 13:39:00,"8",15,4563,127400,18
"555",2017-07-09 13:50:00,"11",15,2163,72800,59
"556",2017-07-09 14:15:00,"4",15,2028,36400,23
"557",2017-07-09 14:33:00,"8",15,2298,109200,17
"558",2017-07-09 14:44:00,"2",15,1352,18200,35
"559",2017-07-09 14:44:00,"11",15,2163,109200,54
"560",2017-07-09 14:46:00,"9",15,6118,163800,42
"561",2017-07-09 14:56:00,"1",15,2704,36400,3
"562",2017-07-09 15:13:00,"11",15,3617,127400,26
"563",2017-07-09 15:30:00,"7",15,1352,18200,12
"564",2017-07-09 15:37:00,"9",15,3042,72800,17
"565",2017-07-09 15:42:00,"4",15,2704,54600,30
"566",2017-07-09 15:47:00,"11",15,3617,91000,24
"567",2017-07-09 16:15:00,"11",15,3617,72800,36
"568",2017-07-09 16:21:00,"10",15,879,18200,17
"569",2017-07-09 16:27:00,"9",15,6861,91000,11
"570",2017-07-09 16:52:00,"11",15,3617,36400,11
"571",2017-07-09 17:05:00,"13",15,1758,54600,18
"572",2017-07-09 17:08:00,"3",15,1555,18200,30
"573",2017-07-09 17:32:00,"3",15,1555,18200,23
"574",2017-07-09 17:39:00,"10",15,7030,54600,21
"575",2017-07-09 17:50:00,"11",15,6490,145600,42
"576",2017-07-09 18:02:00,"3",15,777,18200,14
"577",2017-07-09 18:06:00,"13",15,4394,163800,93
"578",2017-07-09 18:10:00,"10",15,2636,18200,8
"579",2017-07-09 18:22:00,"11",15,3617,145600,20
"580",2017-07-09 18:27:00,"9",15,3819,54600,24
"581",2017-07-09 18:30:00,"13",15,5273,218400,30
"582",2017-07-09 18:55:00,"13",15,3515,182000,41
"583",2017-07-09 19:01:00,"1",15,676,36400,11
"584",2017-07-09 19:05:00,"10",15,3515,36400,33
"585",2017-07-09 19:13:00,"3",15,777,18200,18
"586",2017-07-09 19:19:00,"11",15,10816,291200,56
"587",2017-07-09 19:21:00,"8",15,27446,1055600,173
"588",2017-07-09 19:23:00,"4",15,676,54600,12
"589",2017-07-09 19:23:00,"13",15,5273,291200,96
"590",2017-07-09 19:28:00,"10",15,5273,54600,8
"591",2017-07-09 20:18:00,"4",15,4732,72800,44
"592",2017-07-09 20:18:00,"3",15,777,54600,8
"593",2017-07-09 20:22:00,"15",15,1352,36400,11
"594",2017-07-09 20:43:00,"3",15,3110,54600,0
"595",2017-07-09 20:48:00,"4",15,2704,54600,5
"596",2017-07-09 20:52:00,"8",15,36605,837200,182
"597",2017-07-09 20:57:00,"9",15,23694,418600,50
"598",2017-07-09 21:07:00,"3",15,777,18200,2
"599",2017-07-09 21:24:00,"7",15,1352,36400,5
"600",2017-07-09 21:26:00,"13",15,13047,309400,102
"601",2017-07-09 21:51:00,"15",15,1352,36400,24
"602",2017-07-09 22:22:00,"12",15,7605,127400,120
"603",2017-07-09 22:22:00,"6",15,1352,18200,21
"604",2017-07-09 22:29:00,"1",15,2704,18200,35
"605",2017-07-09 22:45:00,"4",15,2704,36400,35
"606",2017-07-09 23:01:00,"4",15,1352,36400,5
"607",2017-07-09 23:45:00,"4",15,2704,36400,5
"608",2017-07-09 23:47:00,"11",15,81086,873600,302
"609",2017-07-09 23:47:00,"15",15,676,18200,3
"610",2017-07-09 00:19:00,"9",15,8619,291200,71
"611",2017-07-09 00:19:00,"15",15,1352,36400,11
"612",2017-07-09 00:22:00,"13",15,50835,837200,207
"613",2017-07-09 00:24:00,"3",15,1555,36400,150
"614",2017-07-09 01:15:00,"4",15,676,18200,2
"615",2017-07-09 01:20:00,"3",15,6185,72800,9
"616",2017-07-10 01:33:00,"15",15,2704,72800,21
"617",2017-07-10 01:48:00,"3",15,6963,91000,15
"618",2017-07-10 02:15:00,"3",15,1555,54600,24
"619",2017-07-10 02:53:00,"15",15,676,36400,14
"620",2017-07-10 02:57:00,"3",15,2332,54600,27
"621",2017-07-10 03:22:00,"3",15,1555,54600,17
"622",2017-07-10 10:41:00,"9",15,1521,18200,2
"623",2017-07-10 10:41:00,"8",15,7639,163800,11
"624",2017-07-10 10:47:00,"11",15,2873,127400,21
"625",2017-07-10 11:06:00,"4",15,1352,18200,11
"626",2017-07-10 11:18:00,"11",15,3617,145600,45
"627",2017-07-10 11:28:00,"8",15,3819,54600,3
"628",2017-07-10 11:41:00,"8",15,3042,91000,33
"629",2017-07-10 11:48:00,"11",15,3617,127400,24
"630",2017-07-10 11:58:00,"4",15,2028,54600,3
"631",2017-07-10 12:25:00,"8",15,1521,109200,12
"632",2017-07-10 12:37:00,"4",15,676,36400,11
"633",2017-07-10 12:39:00,"8",15,777,72800,24
"634",2017-07-10 12:55:00,"12",15,2873,18200,9
"635",2017-07-10 13:18:00,"11",15,2163,72800,36
"636",2017-07-10 13:25:00,"8",15,777,127400,2
"637",2017-07-10 13:25:00,"12",15,2873,18200,8
"638",2017-07-10 13:42:00,"8",15,3042,163800,5
"639",2017-07-10 13:51:00,"11",15,2873,72800,33
"640",2017-07-10 13:55:00,"1",15,676,18200,0
"641",2017-07-10 13:55:00,"12",15,2873,18200,0
"642",2017-07-10 14:04:00,"4",15,2028,36400,18
"643",2017-07-10 14:06:00,"1",15,676,18200,14
"644",2017-07-10 14:18:00,"11",15,2873,109200,56
"645",2017-07-10 14:25:00,"8",15,3819,72800,21
"646",2017-07-10 14:29:00,"4",15,1352,54600,38
"647",2017-07-10 14:44:00,"8",15,5340,145600,24
"648",2017-07-10 15:07:00,"4",15,676,36400,2
"649",2017-07-10 15:15:00,"1",15,676,18200,15
"650",2017-07-10 15:25:00,"4",15,1352,54600,38
"651",2017-07-10 15:28:00,"8",15,5340,72800,12
"652",2017-07-10 15:46:00,"4",15,676,36400,6
"653",2017-07-10 15:52:00,"11",15,3617,109200,47
"654",2017-07-10 15:57:00,"2",15,676,18200,9
"655",2017-07-10 16:13:00,"4",15,676,54600,17
"656",2017-07-10 16:23:00,"11",15,3617,109200,24
"657",2017-07-10 16:25:00,"8",15,5340,91000,17
"658",2017-07-10 16:30:00,"5",15,1352,18200,8
"659",2017-07-10 16:41:00,"8",15,4563,91000,17
"660",2017-07-10 16:49:00,"11",15,3617,109200,33
"661",2017-07-10 16:52:00,"4",15,676,54600,9
"662",2017-07-10 17:01:00,"5",15,1352,18200,9
"663",2017-07-10 17:01:00,"13",15,3515,54600,24
"664",2017-07-10 17:09:00,"4",15,676,36400,2
"665",2017-07-10 17:15:00,"5",15,1352,18200,5
"666",2017-07-10 17:17:00,"13",15,3515,91000,23
"667",2017-07-10 17:17:00,"10",15,4394,54600,29
"668",2017-07-10 17:21:00,"11",15,710,54600,39
"669",2017-07-10 17:26:00,"9",15,3042,54600,12
"670",2017-07-10 17:33:00,"4",15,1352,54600,8
"671",2017-07-10 17:33:00,"8",15,3042,109200,18
"672",2017-07-10 17:36:00,"1",15,676,18200,0
"673",2017-07-10 17:36:00,"3",15,1555,36400,0
"674",2017-07-10 17:45:00,"11",15,7943,182000,66
"675",2017-07-10 18:04:00,"13",15,8788,218400,71
"676",2017-07-10 18:15:00,"11",15,11526,218400,62
"677",2017-07-10 18:25:00,"13",15,10512,273000,47
"678",2017-07-10 18:25:00,"14",15,676,18200,3
"679",2017-07-10 18:28:00,"8",15,2298,109200,8
"680",2017-07-10 18:28:00,"9",15,3819,91000,12
"681",2017-07-10 18:47:00,"11",15,10106,218400,42
"682",2017-07-10 18:56:00,"13",15,6152,327600,32
"683",2017-07-10 19:01:00,"1",15,676,36400,3
"684",2017-07-10 19:11:00,"10",15,9633,145600,33
"685",2017-07-10 19:13:00,"11",15,12269,273000,68
"686",2017-07-10 19:19:00,"1",15,676,36400,2
"687",2017-07-10 19:23:00,"13",15,4394,382200,99
"688",2017-07-10 19:26:00,"4",15,2028,72800,30
"689",2017-07-10 19:28:00,"8",15,9160,327600,107
"690",2017-07-10 19:35:00,"10",15,21057,163800,50
"691",2017-07-10 19:35:00,"3",15,777,36400,2
"692",2017-07-10 19:48:00,"4",15,4056,127400,33
"693",2017-07-10 19:56:00,"3",15,777,72800,18
"694",2017-07-10 20:17:00,"4",15,4056,91000,24
"695",2017-07-10 20:27:00,"3",15,2332,109200,23
"696",2017-07-10 20:49:00,"4",15,3380,54600,48
"697",2017-07-10 20:54:00,"3",15,777,36400,8
"698",2017-07-10 21:00:00,"4",15,2704,36400,18
"699",2017-07-10 22:13:00,"7",15,676,72800,9
"700",2017-07-10 22:16:00,"3",15,777,36400,23
"701",2017-07-10 22:47:00,"10",15,20652,364000,213
"702",2017-07-10 22:54:00,"4",15,676,18200,9
"703",2017-07-10 22:58:00,"15",15,6084,91000,14
"704",2017-07-10 23:02:00,"8",15,32313,691600,135
"705",2017-07-10 23:16:00,"15",15,4056,72800,36
"706",2017-07-10 23:18:00,"12",15,12675,273000,156
"707",2017-07-10 23:20:00,"11",15,27885,564200,459
"708",2017-07-10 23:34:00,"3",15,1555,54600,44
"709",2017-07-10 23:42:00,"4",15,2028,36400,20
"710",2017-07-10 00:15:00,"7",15,676,18200,8
"711",2017-07-10 00:17:00,"4",15,1352,36400,3
"712",2017-07-10 00:20:00,"15",15,2028,54600,5
"713",2017-07-10 00:22:00,"3",15,3887,54600,23
"714",2017-07-10 00:43:00,"4",15,1352,36400,20
"715",2017-07-10 00:52:00,"3",15,3887,72800,23
"716",2017-07-10 01:12:00,"15",15,5408,145600,18
"717",2017-07-10 01:19:00,"3",15,5408,54600,35
"718",2017-07-11 01:39:00,"4",15,676,18200,3
"719",2017-07-11 01:41:00,"3",15,6963,72800,17
"720",2017-07-11 01:43:00,"15",15,4056,72800,14
"721",2017-07-11 02:00:00,"15",15,4056,72800,14
"722",2017-07-11 02:06:00,"3",15,4631,91000,18
"723",2017-07-11 02:18:00,"4",15,676,36400,15
"724",2017-07-11 02:33:00,"3",30,5408,109200,44
"725",2017-07-11 02:54:00,"3",15,1555,91000,29
"726",2017-07-11 10:50:00,"2",15,676,18200,2
"727",2017-07-11 10:54:00,"11",15,13689,109200,21
"728",2017-07-11 11:09:00,"1",15,676,36400,11
"729",2017-07-11 11:21:00,"11",15,13689,127400,9
"730",2017-07-11 11:43:00,"4",15,1352,36400,12
"731",2017-07-11 11:47:00,"11",15,5036,109200,45
"732",2017-07-11 11:55:00,"1",15,676,18200,3
"733",2017-07-11 12:15:00,"11",15,7199,127400,75
"734",2017-07-11 12:22:00,"9",15,2298,36400,9
"735",2017-07-11 12:26:00,"1",15,676,18200,6
"736",2017-07-11 12:50:00,"11",15,5780,145600,36
"737",2017-07-11 13:16:00,"11",15,2873,72800,18
"738",2017-07-11 13:25:00,"8",15,4563,91000,26
"739",2017-07-11 13:45:00,"8",15,6118,109200,17
"740",2017-07-11 13:51:00,"11",15,4326,91000,14
"741",2017-07-11 14:19:00,"11",15,2873,109200,75
"742",2017-07-11 14:31:00,"8",15,2298,109200,42
"743",2017-07-11 14:51:00,"11",15,7199,91000,44
"744",2017-07-11 15:14:00,"1",15,3346,36400,5
"745",2017-07-11 15:18:00,"11",15,7943,127400,54
"746",2017-07-11 15:53:00,"11",15,7199,91000,17
"747",2017-07-11 16:15:00,"4",15,1352,36400,9
"748",2017-07-11 16:20:00,"9",15,2298,109200,2
"749",2017-07-11 16:23:00,"11",15,7943,109200,33
"750",2017-07-11 16:51:00,"4",15,676,18200,3
"751",2017-07-11 16:53:00,"9",15,1521,36400,12
"752",2017-07-11 16:57:00,"13",15,3515,54600,21
"753",2017-07-11 17:18:00,"11",15,7199,72800,27
"754",2017-07-11 17:25:00,"9",15,2298,36400,15
"755",2017-07-11 17:35:00,"1",15,676,18200,14
"756",2017-07-11 18:04:00,"13",15,3515,254800,30
"757",2017-07-11 18:23:00,"13",15,2636,254800,11
"758",2017-07-11 18:23:00,"11",15,9363,127400,36
"759",2017-07-11 18:42:00,"11",15,19469,254800,71
"760",2017-07-11 18:55:00,"13",15,7909,273000,41
"761",2017-07-11 18:57:00,"12",15,710,18200,15
"762",2017-07-11 19:06:00,"8",15,24404,928200,116
"763",2017-07-11 19:08:00,"10",15,3515,91000,57
"764",2017-07-11 19:11:00,"4",15,1352,91000,17
"765",2017-07-11 19:13:00,"11",15,17306,473200,96
"766",2017-07-11 19:13:00,"3",30,777,36400,96
"767",2017-07-11 19:21:00,"13",15,16663,382200,101
"768",2017-07-11 19:33:00,"10",15,1758,91000,23
"769",2017-07-11 19:39:00,"3",15,2332,109200,24
"770",2017-07-11 19:46:00,"4",15,2028,54600,44
"771",2017-07-11 20:00:00,"3",15,3887,72800,15
"772",2017-07-11 20:17:00,"4",15,3380,54600,32
"773",2017-07-11 20:32:00,"3",15,3887,54600,26
"774",2017-07-11 20:36:00,"1",15,676,36400,20
"775",2017-07-11 21:18:00,"4",15,676,54600,18
"776",2017-07-11 21:43:00,"3",15,3887,54600,6
"777",2017-07-11 21:49:00,"11",15,36741,691600,308
"778",2017-07-11 22:00:00,"4",15,1352,36400,65
"779",2017-07-11 22:15:00,"3",15,2332,72800,21
"780",2017-07-11 22:17:00,"15",15,2028,54600,48
"781",2017-07-11 22:40:00,"3",15,1555,18200,24
"782",2017-07-11 22:45:00,"4",15,1352,72800,26
"783",2017-07-11 22:51:00,"8",15,61381,1474200,276
"784",2017-07-11 23:04:00,"3",15,777,36400,17
"785",2017-07-11 23:18:00,"4",15,2704,109200,26
"786",2017-07-11 23:48:00,"3",15,4631,54600,6
"787",2017-07-11 00:00:00,"4",15,1352,91000,47
"788",2017-07-11 00:15:00,"15",15,1352,36400,14
"789",2017-07-11 00:19:00,"4",15,4056,72800,15
"790",2017-07-11 00:21:00,"3",15,3887,54600,15
"791",2017-07-11 00:23:00,"12",15,30386,291200,233
"792",2017-07-11 00:46:00,"4",15,2028,91000,15
"793",2017-07-11 00:46:00,"3",15,5408,72800,41
"794",2017-07-11 01:11:00,"15",15,1352,54600,15
"795",2017-07-11 01:15:00,"3",15,4631,72800,32
"796",2017-07-11 01:15:00,"4",15,676,54600,5
"797",2017-07-12 01:41:00,"3",15,7740,109200,12
"798",2017-07-12 02:08:00,"3",15,10072,127400,15
"799",2017-07-12 02:31:00,"3",15,7740,91000,14
"800",2017-07-12 02:42:00,"4",15,676,36400,9
"801",2017-07-12 08:08:00,"4",15,676,18200,5
"802",2017-07-12 09:34:00,"1",15,676,18200,5
"803",2017-07-12 10:51:00,"11",15,9363,109200,24
"804",2017-07-12 11:28:00,"8",15,3819,109200,0
"805",2017-07-12 11:34:00,"4",15,676,18200,20
"806",2017-07-12 11:44:00,"8",15,3819,109200,42
"807",2017-07-12 11:47:00,"11",15,7199,109200,24
"808",2017-07-12 12:19:00,"11",15,5780,109200,30
"809",2017-07-12 12:19:00,"4",15,676,18200,3
"810",2017-07-12 12:25:00,"8",15,3042,72800,12
"811",2017-07-12 12:41:00,"8",15,5340,109200,23
"812",2017-07-12 12:44:00,"11",15,7199,91000,48
"813",2017-07-12 12:52:00,"4",15,676,18200,2
"814",2017-07-12 12:55:00,"12",15,2873,18200,12
"815",2017-07-12 13:17:00,"11",15,5036,109200,30
"816",2017-07-12 13:22:00,"8",15,3042,109200,0
"817",2017-07-12 13:26:00,"12",15,4326,18200,8
"818",2017-07-12 13:28:00,"9",15,1521,54600,14
"819",2017-07-12 13:43:00,"4",15,1352,18200,17
"820",2017-07-12 13:46:00,"11",15,7943,109200,41
"821",2017-07-12 14:06:00,"1",15,1352,36400,6
"822",2017-07-12 14:20:00,"11",15,6490,145600,62
"823",2017-07-12 14:27:00,"8",15,7639,345800,47
"824",2017-07-12 14:45:00,"9",15,2298,163800,8
"825",2017-07-12 14:54:00,"4",15,676,36400,3
"826",2017-07-12 14:56:00,"13",15,879,54600,3
"827",2017-07-12 15:10:00,"13",15,2636,54600,5
"828",2017-07-12 15:14:00,"1",15,676,36400,2
"829",2017-07-12 15:21:00,"11",15,3617,109200,3
"830",2017-07-12 15:35:00,"9",15,3819,36400,21
"831",2017-07-12 15:47:00,"13",15,2636,36400,3
"832",2017-07-12 16:11:00,"13",15,3515,36400,5
"833",2017-07-12 16:22:00,"11",15,2163,36400,6
"834",2017-07-12 16:36:00,"13",15,4394,36400,9
"835",2017-07-12 16:43:00,"3",15,1555,18200,2
"836",2017-07-12 16:48:00,"11",15,3617,54600,45
"837",2017-07-12 16:51:00,"4",15,2028,18200,0
"838",2017-07-12 17:09:00,"3",15,1555,18200,15
"839",2017-07-12 17:20:00,"11",15,3617,72800,3
"840",2017-07-12 17:33:00,"3",15,1555,18200,2
"841",2017-07-12 17:35:00,"1",15,676,36400,5
"842",2017-07-12 17:38:00,"9",15,777,18200,2
"843",2017-07-12 17:48:00,"11",15,3617,109200,32
"844",2017-07-12 17:58:00,"13",15,7030,218400,24
"845",2017-07-12 18:04:00,"10",15,2636,18200,5
"846",2017-07-12 18:18:00,"11",15,4326,109200,9
"847",2017-07-12 18:18:00,"13",15,6152,254800,12
"848",2017-07-12 18:23:00,"1",15,676,36400,5
"849",2017-07-12 18:26:00,"9",15,1521,54600,12
"850",2017-07-12 18:37:00,"9",15,1521,36400,11
"851",2017-07-12 18:51:00,"11",15,6490,163800,38
"852",2017-07-12 18:56:00,"13",15,2636,145600,5
"853",2017-07-12 19:01:00,"10",15,7030,54600,3
"854",2017-07-12 19:03:00,"9",15,2298,72800,5
"855",2017-07-12 19:18:00,"11",15,12269,236600,48
"856",2017-07-12 19:25:00,"13",15,6152,182000,36
"857",2017-07-12 19:28:00,"10",15,4394,36400,24
"858",2017-07-12 19:46:00,"1",15,676,18200,5
"859",2017-07-12 20:21:00,"15",15,676,18200,3
"860",2017-07-12 20:24:00,"1",15,676,36400,3
"861",2017-07-12 20:27:00,"3",15,3887,72800,35
"862",2017-07-12 20:55:00,"1",15,676,18200,6
"863",2017-07-12 20:58:00,"3",15,3110,36400,5
"864",2017-07-12 20:58:00,"15",15,1352,18200,2
"865",2017-07-12 21:44:00,"1",15,676,18200,6
"866",2017-07-12 21:48:00,"3",15,2332,54600,5
"867",2017-07-12 21:58:00,"4",15,676,18200,20
"868",2017-07-12 22:18:00,"3",15,2332,72800,26
"869",2017-07-12 22:29:00,"1",15,1352,54600,18
"870",2017-07-12 23:01:00,"1",15,2704,91000,36
"871",2017-07-12 23:12:00,"10",15,17677,436800,120
"872",2017-07-12 23:14:00,"12",15,35456,382200,173
"873",2017-07-12 23:16:00,"16",15,23592,309400,216
"874",2017-07-12 23:19:00,"4",15,4056,127400,105
"875",2017-07-12 23:24:00,"9",15,11830,600600,75
"876",2017-07-12 23:32:00,"3",15,2332,18200,33
"877",2017-07-12 23:45:00,"4",15,4056,127400,32
"878",2017-07-12 23:59:00,"13",15,26533,364000,125
"879",2017-07-12 23:59:00,"4",15,4056,109200,20
"880",2017-07-12 00:17:00,"15",15,4732,91000,12
"881",2017-07-12 00:45:00,"3",15,777,18200,12
"882",2017-07-12 00:55:00,"15",15,3380,54600,18
"883",2017-07-12 00:59:00,"4",15,1352,36400,6
"884",2017-07-13 01:38:00,"3",15,2332,36400,27
"885",2017-07-13 02:06:00,"15",15,676,36400,0
"886",2017-07-13 02:09:00,"3",15,3110,54600,17
"887",2017-07-13 02:36:00,"3",15,2332,54600,26
"888",2017-07-13 02:58:00,"4",15,676,18200,8
"889",2017-07-13 03:01:00,"3",15,3110,54600,8
"890",2017-07-14 09:51:00,"2",15,676,18200,9
"891",2017-07-14 10:11:00,"2",15,676,18200,3
"892",2017-07-14 10:34:00,"2",15,676,18200,17
"893",2017-07-14 10:46:00,"13",15,4394,54600,11
"894",2017-07-14 10:55:00,"2",15,3380,72800,18
"895",2017-07-14 11:12:00,"2",15,676,36400,5
"896",2017-07-14 11:17:00,"13",15,4394,18200,2
"897",2017-07-14 11:39:00,"11",15,3617,109200,26
"898",2017-07-14 12:21:00,"4",15,676,91000,6
"899",2017-07-14 12:37:00,"8",15,3819,54600,15
"900",2017-07-14 13:10:00,"11",15,1453,72800,18
"901",2017-07-14 13:17:00,"8",15,5340,127400,30
"902",2017-07-14 13:43:00,"4",15,676,54600,18
"903",2017-07-14 13:45:00,"11",15,2873,127400,41
"904",2017-07-14 14:00:00,"7",15,2028,36400,9
"905",2017-07-14 14:03:00,"11",15,2163,72800,32
"906",2017-07-14 14:23:00,"2",15,676,54600,15
"907",2017-07-14 14:28:00,"9",15,4563,109200,6
"908",2017-07-14 14:37:00,"9",15,4563,91000,20
"909",2017-07-14 14:40:00,"4",15,2028,91000,77
"910",2017-07-14 15:09:00,"8",15,9160,145600,57
"911",2017-07-14 15:09:00,"11",15,4326,54600,27
"912",2017-07-14 15:12:00,"9",15,777,36400,9
"913",2017-07-14 15:17:00,"4",15,2704,91000,39
"914",2017-07-14 15:21:00,"2",15,1352,72800,6
"915",2017-07-14 15:36:00,"11",15,5780,72800,30
"916",2017-07-14 15:36:00,"2",15,1352,54600,8
"917",2017-07-14 15:39:00,"7",15,676,36400,12
"918",2017-07-14 15:41:00,"1",15,1352,36400,0
"919",2017-07-14 15:55:00,"9",15,777,18200,9
"920",2017-07-14 15:58:00,"2",15,1352,54600,11
"921",2017-07-14 16:05:00,"11",15,6490,109200,17
"922",2017-07-14 16:35:00,"2",15,676,36400,3
"923",2017-07-14 16:49:00,"1",15,1352,18200,3
"924",2017-07-14 16:53:00,"11",15,6490,109200,39
"925",2017-07-14 16:55:00,"2",15,676,36400,5
"926",2017-07-14 16:57:00,"10",15,1758,36400,0
"927",2017-07-14 17:08:00,"3",15,777,18200,6
"928",2017-07-14 17:12:00,"2",15,676,18200,5
"929",2017-07-14 17:21:00,"11",15,7199,91000,47
"930",2017-07-14 17:26:00,"9",15,2298,72800,38
"931",2017-07-14 17:36:00,"9",15,2298,109200,8
"932",2017-07-14 17:55:00,"11",15,7199,145600,32
"933",2017-07-14 18:08:00,"10",15,1758,36400,11
"934",2017-07-14 18:10:00,"13",15,2636,91000,23
"935",2017-07-14 18:20:00,"4",15,676,54600,6
"936",2017-07-14 18:20:00,"11",15,7943,163800,68
"937",2017-07-14 18:31:00,"9",15,1521,54600,3
"938",2017-07-14 18:34:00,"10",15,1758,36400,20
"939",2017-07-14 18:45:00,"8",15,28967,982800,240
"940",2017-07-14 18:45:00,"13",15,4394,345800,36
"941",2017-07-14 19:01:00,"1",15,676,36400,6
"942",2017-07-14 19:09:00,"13",15,5273,509600,209
"943",2017-07-14 19:16:00,"4",15,4056,91000,15
"944",2017-07-14 19:19:00,"12",15,2873,109200,3
"945",2017-07-14 19:19:00,"1",15,676,36400,0
"946",2017-07-14 19:27:00,"9",15,5340,127400,8
"947",2017-07-14 20:18:00,"4",15,2028,36400,23
"948",2017-07-14 21:42:00,"10",15,10309,109200,32
"949",2017-07-14 23:02:00,"4",15,2028,72800,23
"950",2017-07-14 23:20:00,"4",15,676,91000,36
"951",2017-07-14 23:48:00,"4",15,676,36400,15
"952",2017-07-14 00:03:00,"9",15,12912,473200,105
"953",2017-07-14 00:59:00,"4",15,4056,54600,6
"954",2017-07-15 01:45:00,"7",15,676,18200,8
"955",2017-07-15 10:14:00,"4",30,1791,54600,12
"956",2017-07-15 10:51:00,"1",30,913,36400,5
"957",2017-07-15 11:14:00,"11",30,14433,200200,116
"958",2017-07-15 11:38:00,"11",30,10579,182000,129
"959",2017-07-15 11:54:00,"8",30,3042,54600,57
"960",2017-07-15 12:02:00,"13",30,9363,109200,75
"961",2017-07-15 12:10:00,"11",30,16325,182000,110
"962",2017-07-15 12:19:00,"2",30,1791,36400,24
"963",2017-07-15 12:19:00,"4",30,2704,72800,36
"964",2017-07-15 12:34:00,"4",30,7199,91000,33
"965",2017-07-15 12:38:00,"11",30,7706,182000,72
"966",2017-07-15 12:38:00,"13",30,7030,91000,66
